"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/15/2010","Electronic Deposit Mars","Electronic Deposit Mars Hill Fellow","2015.25","credit","Income","Personal","",""
"1/15/2010","Transfer to Personal","Internet Banking Transfer Withdrawal 000153556271499","2000.00","debit","Transfer","CD","",""
"1/15/2010","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","1128.00","credit","Income","CD","",""
"1/14/2010","Safeway","Purchase With Pin Safeway Store 0seattle Wa","84.58","debit","Groceries","Personal","",""
"1/14/2010","Glaic","Electronic Withdrawal Glaic","18.55","debit","Life Insurance","Personal","",""
"1/14/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"1/13/2010","Safeway","Visa Purchase (Non-pin) Safeway Store00seattle Wa","15.05","debit","Groceries","CD","",""
"1/13/2010","Finance Charge Interest","***finance Charge***interest","63.78","debit","Finance Charge","CD Credit","",""
"1/12/2010","Fairmont Georgia","Visa Purchase (Non-pin) Fairmont Georgiaseattle Wa","44.50","debit","Uncategorized","Personal","",""
"1/12/2010","Seattle Park","Visa Purchase (Non-pin) Seattle 684-parkseattle Wa","4.00","debit","Parking","Personal","",""
"1/12/2010","Envato","Visa Purchase (Non-pin) Paypal *envato 4029357733","14.28","debit","Uncategorized","CD","",""
"1/12/2010","Glaic","Electronic Withdrawal Glaic","12.08","debit","Life Insurance","Personal","",""
"1/11/2010","Nordstrom","Purchase With Pin Nordstrom 002 71seattle Wa","11.94","debit","Clothing","Personal","",""
"1/11/2010","Spiros Pizza & Pasta","Visa Purchase (Non-pin) Spiros Pizzapastshoreline Wa","48.00","debit","Restaurants","Personal","",""
"1/11/2010","Transfer to Chase CARD","Electronic Withdrawal Chase","199.00","debit","Credit Card Payment","Personal","",""
"1/11/2010","Th Ave","Purchase With Pin 17230 15th Ave. Shoreline Wa","40.50","debit","Uncategorized","Personal","",""
"1/11/2010","Jiffy Lube","Purchase With Pin Jiffy Lube #2075seattle Wa","62.39","debit","Service & Parts","Personal","",""
"1/11/2010","Jim Adams Auto","Visa Purchase (Non-pin) Jim Adams Auto Cshoreline Wa","104.11","debit","Auto Maintenance","CD","",""
"1/11/2010","Shane","Visa Purchase (Non-pin) Shane Co 0008 Lynnwood Wa","1000.00","debit","Clothing","CD","",""
"1/11/2010","Ppdacct","Electronic Withdrawal 100111payment 5xxxxxxxxxxxx0632369 Ppdacct 0","419.83","debit","Uncategorized","CD","",""
"1/11/2010","Dri Indev Softwawww","Visa Purchase (Non-pin) Dri*indev Softwawww.eslr8.comn","24.95","debit","Uncategorized","CD","",""
"1/11/2010","Codero Ks","Visa Purchase (Non-pin) Codero 913-8907700 Ks","129.98","debit","Business Services","CD","",""
"1/11/2010","ATM Deposit","Atm Deposit Us Bank Northgatseattle Waus1","920.00","credit","Income","CD","",""
"1/11/2010","Shell","Visa Purchase (Non-pin) Shell Oil 930025seattle Wa","14.22","debit","Gas & Fuel","CD","",""
"1/11/2010","Laughing Ladies Wa","Visa Purchase (Non-pin) Laughing Ladies 360-7919991 Wa","8.62","debit","Coffee Shops","CD","",""
"1/11/2010","Fremont Coffee","Visa Purchase (Non-pin) Fremont Coffee Seattle Wa","4.01","debit","Restaurants","CD","",""
"1/11/2010","Laughing Ladies Wa","Visa Purchase (Non-pin) Laughing Ladies 360-7919991 Wa","5.48","debit","Coffee Shops","CD","",""
"1/11/2010","Comcast","Visa Purchase (Non-pin) Comcast Cable Co800-comcast Wa","380.90","debit","Television","CD","",""
"1/08/2010","Safeway","Visa Purchase (Non-pin) Safeway Store 00shoreline Wa","62.21","debit","Groceries","CD","",""
"1/08/2010","P.F. Chang's","Visa Purchase (Non-pin) Pf Changs #9971 Lynnwood Wa","51.75","debit","Restaurants","CD","",""
"1/08/2010","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","1015.00","credit","Income","CD","",""
"1/08/2010","Transfer from CD","Internet Banking Transfer Deposit 000153559713075","3000.00","credit","Transfer","Personal","",""
"1/08/2010","Transfer to Personal","Internet Banking Transfer Withdrawal 000153556271499","3000.00","debit","Transfer","CD","",""
"1/08/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","57.12","credit","Income","CD","",""
"1/08/2010","Transfer from Personal","AUTOMATIC PAYMENT - THANK","199.00","credit","Credit Card Payment","Chase CARD","",""
"1/07/2010","Restaurant.com","Visa Purchase (Non-pin) Restaurant Com I800-9798985 Il","25.00","debit","Restaurants","CD","",""
"1/07/2010","J Efax Plus","Visa Purchase (Non-pin) J2 *efax Plus Se323-817-3205ca","16.95","debit","Business Services","CD","",""
"1/06/2010","Trader Joe's","Purchase With Pin Trader Joe's # 1seattle Wa","11.12","debit","Groceries","Personal","",""
"1/06/2010","Costco","Purchase With Pin Costco Whse #010seattle Wa","19.79","debit","Groceries","Personal","",""
"1/06/2010","Amazon","Visa Purchase (Non-pin) Amzn Pmts 866-749-7545wa","17.57","debit","Shopping","CD","",""
"1/06/2010","Ndsite Freshboo","Visa Purchase (Non-pin) 2ndsite Freshboo416-481-6946on","34.68","debit","Business Services","CD","",""
"1/06/2010","AT&T","Web Authorized Pmt At&t","274.10","debit","Home Phone","CD","",""
"1/05/2010","Check 5524","Check   view-5524","76.06","debit","Check","Personal","",""
"1/05/2010","Check 5523","Check   view-5523","131.20","debit","Check","Personal","",""
"1/05/2010","Transfer to Personal CC1","Check   view-5522","200.00","debit","Credit Card Payment","Personal","",""
"1/05/2010","Transfer to Old Providian Card","Web Authorized Pmt Chase","39.88","debit","Credit Card Payment","Personal","",""
"1/05/2010","Ampco","Visa Purchase (Non-pin) Ampco Parking Paseattle Wa","14.00","debit","Auto & Transport","CD","",""
"1/05/2010","Payment Gateway","Electronic Withdrawal Authnet Gateway","51.25","debit","Business Services","CD","",""
"1/05/2010","Bkcd Processing","Electronic Withdrawal Bkcd Processing","32.11","debit","Business Services","CD","",""
"1/05/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","37.56","credit","Income","CD","",""
"1/05/2010","Check 1028","Check   view-1028","466.00","debit","Check","CD","",""
"1/04/2010","Transfer from CD","Internet Payment Thank You","400.00","credit","Credit Card Payment","CD Credit","",""
"1/04/2010","Transfer from Personal","Internet Payment Thank You","200.00","credit","Credit Card Payment","Personal CC1","",""
"1/04/2010","Finance Charge Interest","***finance Charge***interest","6.98","debit","Finance Charge","Personal CC1","",""
"1/04/2010","Transfer from CD","Internet Payment Thank You","123.42","credit","Credit Card Payment","Personal CC1","",""
"1/04/2010","Transfer from Personal","Payment - Thank You","39.88","credit","Credit Card Payment","Old Providian Card","",""
"1/04/2010","Tic TAC","Visa Purchase (Non-pin) Pho Tic Tac Seattle Wa","14.65","debit","Restaurants","Personal","",""
"1/04/2010","Barnes & Noble","Purchase With Pin Barnesnoble 1940lynnwood Wa","2.37","debit","Books","Personal","",""
"1/04/2010","Kohl's","Purchase With Pin Kohl's #1076 184lynnwood Wa","43.79","debit","Clothing","Personal","",""
"1/04/2010","Cns Victoria","Purchase With Pin Cns Victoria's Sseattle Wa","27.38","debit","Uncategorized","Personal","",""
"1/04/2010","H&M","Purchase With Pin Cns H & M Seattle Wa","17.41","debit","Clothing","Personal","",""
"1/04/2010","IKEA","Purchase With Pin Cns Ikea - Usa Renton Wa","61.30","debit","Furnishings","Personal","",""
"1/04/2010","Check 5525","Check   view-5525","5.92","debit","Check","Personal","",""
"1/04/2010","Check 5526","Check   view-5526","226.00","debit","Check","Personal","",""
"1/04/2010","Nordstrom","Purchase With Pin Nordstrom 001 50seattle Wa","118.26","debit","Clothing","Personal","",""
"1/04/2010","Shell","Purchase With Pin Shell Service Stseattle Wa","53.29","debit","Gas & Fuel","Personal","",""
"1/04/2010","Nordstrom","Visa Purchase (Non-pin) Nordstrom Direct800-285-5800ia","83.46","debit","Clothing","Personal","",""
"1/04/2010","Nordstrom","Purchase With Pin Nordstrom 001 50seattle Wa","62.42","debit","Clothing","Personal","",""
"1/04/2010","Spiros Pizza & Pasta","Visa Purchase (Non-pin) Spiros Pizzapastshoreline Wa","19.00","debit","Restaurants","Personal","",""
"1/04/2010","Caffe Ladro","Visa Purchase (Non-pin) Caffe Ladro Fremseattle Wa","5.00","debit","Food & Dining","CD","",""
"1/04/2010","Julias","Visa Purchase (Non-pin) Julias On Queen 206-3340513 Wa","8.53","debit","Clothing","CD","",""
"1/04/2010","Il Fornaio","Visa Purchase (Non-pin) Il Fornaio - Seaseattle Wa","64.38","debit","Restaurants","CD","",""
"1/04/2010","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","7350.00","credit","Income","CD","",""
"1/04/2010","Media Temple","Visa Purchase (Non-pin) Media Temple 877-578-4000ca","52.00","debit","Business Services","CD","",""
"1/04/2010","Barnes & Noble","Visa Purchase (Non-pin) Barnes & Noble #seattle Wa","5.28","debit","Books","CD","",""
"1/04/2010","Puetz Golf Superstores","Visa Purchase (Non-pin) Puetz Golf Superseattle Wa","29.85","debit","Sporting Goods","CD","",""
"1/04/2010","Transfer to CD","Internet Banking Payment To Credit Card 1007","200.00","debit","Transfer","Personal","",""
"1/04/2010","Transfer to CD Credit","Internet Banking Payment To Credit Card 5541","400.00","debit","Credit Card Payment","CD","",""
"1/04/2010","Transfer to Personal CC1","Internet Banking Payment To Credit Card 1007","123.42","debit","Credit Card Payment","CD","",""
"12/31/2009","Bank Of America","Web Authorized Pmt Bank Of America","300.00","debit","Car Payment","Personal","",""
"12/31/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","600.00","debit","Cash & ATM","Personal","",""
"12/31/2009","Laughing Ladies","Visa Purchase (Non-pin) Laughing Ladies Shoreline Wa","4.93","debit","Uncategorized","Personal","",""
"12/31/2009","Electronic Deposit Mars","Electronic Deposit Mars Hill Fellow","2032.22","credit","Income","Personal","",""
"12/31/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","12.69","debit","Groceries","Personal","",""
"12/31/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","200.00","credit","Income","CD","",""
"12/30/2009","Panda Express","Visa Purchase (Non-pin) Panda Express 32lynnwood Wa","22.56","debit","Fast Food","Personal","",""
"12/30/2009","American Eagle","Returned Purchase American Eagle Lynnwood Wa","43.25","credit","Clothing","Personal","",""
"12/30/2009","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00seattle Wa","6.27","debit","Coffee Shops","Personal","",""
"12/30/2009","Safeway","Purchase With Pin Safeway Store Shoreline Wa","57.81","debit","Groceries","Personal","",""
"12/30/2009","Dri Wondershare Cardquery","Visa Purchase (Non-pin) Dri*wondershare Cardquery.comn","39.95","debit","Uncategorized","CD","",""
"12/30/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","500.00","credit","Income","CD","",""
"12/30/2009","Dri Wondershare Cardquery","Visa Purchase (Non-pin) Dri*wondershare Cardquery.comn","6.25","debit","Uncategorized","CD","",""
"12/30/2009","Check 5050","Check   view-5050","715.00","debit","Check","CD","",""
"12/29/2009","Chase Home Finance","Web Authorized Pmt Chase Home Finan","903.90","debit","Mortgage & Rent","Personal","",""
"12/29/2009","Lake Forest Bar","Visa Purchase (Non-pin) Lake Forest Bar Lake Forest Wa","32.45","debit","Alcohol & Bars","Personal","",""
"12/29/2009","City","Web Authorized Pmt City Of Seattle","483.14","debit","Uncategorized","Personal","",""
"12/29/2009","Check 5512","Check   view-5512","1000.00","debit","Check","Personal","",""
"12/29/2009","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00seattle Wa","10.34","debit","Coffee Shops","Personal","",""
"12/29/2009","Costco","Purchase With Pin Costco Whse #010seattle Wa","136.79","debit","Groceries","Personal","",""
"12/29/2009","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","48.90","credit","Income","CD","",""
"12/29/2009","Late Payment Fee","Late Fee - Payment Due On 12/29","19.00","debit","Late Fee","Personal CC1","",""
"12/28/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","50.56","debit","Groceries","Personal","",""
"12/28/2009","Target","Purchase With Pin Target T1957 Bonbonney Lake Wa","64.82","debit","Shopping","Personal","",""
"12/28/2009","iTunes","Visa Purchase (Non-pin) Apl*itunes 866-712-7753ca","6.56","debit","Music","Personal","",""
"12/28/2009","7-Eleven","Visa Purchase (Non-pin) 7-eleven 22625 Seattle Wa","5.58","debit","Fast Food","Personal","",""
"12/28/2009","McDonald's","Visa Purchase (Non-pin) Mcdonald's F459 Seattle Wa","7.46","debit","Fast Food","Personal","",""
"12/28/2009","Tic TAC","Visa Purchase (Non-pin) Pho Tic Tac Seattle Wa","25.54","debit","Restaurants","Personal","",""
"12/28/2009","Target","Purchase With Pin Target T1957 Bonbonney Lake Wa","47.30","debit","Shopping","Personal","",""
"12/28/2009","Th Ave","Purchase With Pin 17230 15th Ave. Shoreline Wa","42.86","debit","Uncategorized","Personal","",""
"12/28/2009","Saltoro","Visa Purchase (Non-pin) Saltoro Seattle Wa","56.24","debit","Restaurants","CD","",""
"12/28/2009","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"12/28/2009","Peking House","Visa Purchase (Non-pin) Peking House Shoreline Wa","23.50","debit","Restaurants","CD","",""
"12/24/2009","Quality Food Cen","Purchase With Pin Quality Food Censeattle Wa","16.17","debit","Food & Dining","Personal","",""
"12/24/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","2615.00","credit","Income","CD","",""
"12/24/2009","Subway","Visa Purchase (Non-pin) Subway 00seattle Wa","5.50","debit","Fast Food","CD","",""
"12/23/2009","Pho Saigon","Visa Purchase (Non-pin) Pho Saigon Seattle Wa","14.83","debit","Restaurants","Personal","",""
"12/23/2009","Walgreen","Purchase With Pin Walgreen Companyseattle Wa","53.73","debit","Hospital Bills","Personal","",""
"12/23/2009","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00seattle Wa","9.14","debit","Coffee Shops","Personal","",""
"12/23/2009","Skype","Visa Purchase (Non-pin) Www.skype.com Internet","3.00","debit","Home Phone","CD","",""
"12/23/2009","Purchase Finance Charge","PURCHASE *FINANCE CHARGE*","1.50","debit","Finance Charge","Old Providian Card","",""
"12/22/2009","Ccf Childfund In","Visa Purchase (Non-pin) Ccf*childfund In800-776-6767va","24.00","debit","Kids","Personal","",""
"12/22/2009","Frankfurter","Visa Purchase (Non-pin) The Frankfurter Seattle Wa","24.71","debit","Restaurants","Personal","",""
"12/22/2009","Forest","Visa Purchase (Non-pin) Fun Forest - Pavseattle Wa","9.00","debit","Financial","Personal","",""
"12/22/2009","Safeway","Purchase With Pin Safeway Store Seattle Wa","78.33","debit","Groceries","Personal","",""
"12/22/2009","Costco","Purchase With Pin Costco Whse #010seattle Wa","78.32","debit","Groceries","Personal","",""
"12/22/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","54.37","debit","Shopping","Personal","",""
"12/22/2009","Check 5051","Check   view-5051","880.00","debit","Check","CD","",""
"12/22/2009","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","28.88","credit","Income","CD","",""
"12/22/2009","Nikos Gyros","Visa Purchase (Non-pin) Nikos Gyros 206-2848620 Wa","9.20","debit","Restaurants","CD","",""
"12/21/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","109.57","debit","Groceries","Personal","",""
"12/21/2009","Nordstrom","Visa Purchase (Non-pin) Nordstrom #0010 Lynnwood Wa","164.20","debit","Clothing","Personal","",""
"12/21/2009","Nordstrom","Visa Purchase (Non-pin) Nordstrom #0002 Seattle Wa","6.49","debit","Clothing","Personal","",""
"12/21/2009","Holiday Mall Pho","Visa Purchase (Non-pin) Holiday Mall Phoseattle Wa","25.17","debit","Shopping","Personal","",""
"12/21/2009","Nordstrom","Purchase With Pin Nordstrom 002 71seattle Wa","76.65","debit","Clothing","Personal","",""
"12/21/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","97.17","debit","Shopping","Personal","",""
"12/21/2009","Seattle Fudge","Visa Purchase (Non-pin) Seattle Fudge Seattle Wa","7.34","debit","Groceries","Personal","",""
"12/21/2009","Pho Saigon","Visa Purchase (Non-pin) Pho Saigon Seattle Wa","33.82","debit","Restaurants","Personal","",""
"12/21/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","25.70","debit","Groceries","Personal","",""
"12/21/2009","Mars Hill Church","Visa Purchase (Non-pin) Mars Hill Church206-8168500 Wa","1.00","debit","Uncategorized","Personal","",""
"12/21/2009","Safeway","Purchase With Pin Safeway Store Shoreline Wa","29.58","debit","Groceries","Personal","",""
"12/21/2009","Nordstrom","Purchase With Pin Nordstrom 002 71seattle Wa","116.07","debit","Clothing","Personal","",""
"12/21/2009","Mr Gyros","Visa Purchase (Non-pin) Mr Gyros Seattle Wa","20.00","debit","Restaurants","Personal","",""
"12/21/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","7.15","debit","Shopping","Personal","",""
"12/21/2009","Th Ave","Purchase With Pin 17230 15th Ave. Shoreline Wa","50.02","debit","Uncategorized","Personal","",""
"12/21/2009","Shoeboxed Nc","Visa Purchase (Non-pin) Shoeboxed Inc 704-3404768 Nc","19.95","debit","Clothing","CD","",""
"12/21/2009","Fremont Coffee","Visa Purchase (Non-pin) Fremont Coffee Seattle Wa","10.00","debit","Restaurants","CD","",""
"12/21/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","1150.00","credit","Income","CD","",""
"12/21/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","2250.00","credit","Income","CD","",""
"12/21/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","80.00","debit","Cash & ATM","CD","",""
"12/21/2009","Regal Meridian 16","Visa Purchase (Non-pin) Regal Meridian 1seattle Wa","8.50","debit","Movies & DVDs","CD","",""
"12/21/2009","Istock Internat Il","Visa Purchase (Non-pin) Istock *internat403-265-3062il","30.50","debit","Business Services","CD","",""
"12/18/2009","Than Brothers","Visa Purchase (Non-pin) Than Brothers Reseattle Wa","24.98","debit","Restaurants","Personal","",""
"12/18/2009","Rositas","Visa Purchase (Non-pin) Rositas Restauraseattle Wa","19.33","debit","Restaurants","Personal","",""
"12/18/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","79.88","debit","Shopping","Personal","",""
"12/18/2009","Restaurant.com","Visa Purchase (Non-pin) Restaurant Com I800-9798985 Il","60.00","debit","Restaurants","CD","",""
"12/18/2009","Late Payment Fee","LATE FEE","15.00","debit","Late Fee","Old Providian Card","",""
"12/17/2009","Broadview Brinks Draft","Broadview/brinks Draft 800-445-0872 Tx","36.99","debit","Brinks","Personal CC1","",""
"12/17/2009","ATM Fee","Atm Withdrawal *ballard Main Seattle Waus1","3.00","debit","ATM Fee","CD","",""
"12/17/2009","ATM Withdrawal","Atm Withdrawal *ballard Main Seattle Waus1","40.00","debit","Cash & ATM","CD","",""
"12/17/2009","Brookstone","Purchase With Pin Brookstone 273 Seattle Wa","27.38","debit","Gift","Personal","",""
"12/17/2009","Cns Victoria","Purchase With Pin Cns Victoria's Sseattle Wa","72.25","debit","Uncategorized","Personal","",""
"12/17/2009","American Eagle","Purchase With Pin American Eagle Seattle Wa","84.23","debit","Clothing","Personal","",""
"12/17/2009","Dunn Lumber","Visa Purchase (Non-pin) Dunn Lumber Rhshoreline Wa","9.40","debit","Home Improvement","CD","",""
"12/17/2009","ATM Fee","Atm Fee 121709plusterm*ballard Main Seattle Waus1","2.00","debit","ATM Fee","CD","",""
"12/16/2009","24 Hour Fitness","24hr Fitness Dues 800-432-6348 Ca","22.98","debit","Gym","Personal CC1","",""
"12/16/2009","24 Hour Fitness","24hr Fitness Dues 800-432-6348 Ca","17.51","debit","Gym","Personal CC1","",""
"12/16/2009","Nw Market","Purchase With Pin 1423 Nw Market Sseattle Wa","47.24","debit","Groceries","Personal","",""
"12/16/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","184.21","debit","Shopping","Personal","",""
"12/16/2009","Media Temple","Visa Purchase (Non-pin) Media Temple 877-578-4000ca","15.00","debit","Business Services","CD","",""
"12/16/2009","Glaic","Electronic Withdrawal Glaic","18.55","debit","Life Insurance","Personal","",""
"12/15/2009","Safeway","Purchase With Pin Safeway Store Seattle Wa","6.49","debit","Groceries","Personal","",""
"12/15/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","82.27","debit","Groceries","Personal","",""
"12/15/2009","Ocean Shores Iga","Visa Purchase (Non-pin) Ocean Shores Igaocean Shoreswa","10.04","debit","Groceries","CD","",""
"12/15/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","793.00","credit","Income","CD","",""
"12/15/2009","Purchase Finance Charge","PURCHASE *FINANCE CHARGE*","76.55","debit","Finance Charge","Chase CARD","",""
"12/15/2009","North Pacific In","Electronic Withdrawal North Pacific In","123.99","debit","Uncategorized","Personal","",""
"12/15/2009","Transfer from CD","Internet Banking Transfer Deposit 000153559713075","2000.00","credit","Transfer","Personal","",""
"12/15/2009","Electronic Deposit Mars","Electronic Deposit Mars Hill Fellow","2041.92","credit","Income","Personal","",""
"12/15/2009","Transfer to Personal","Internet Banking Transfer Withdrawal 000153556271499","2000.00","debit","Transfer","CD","",""
"12/14/2009","iTunes","Visa Purchase (Non-pin) Apl*itunes 866-712-7753ca","8.75","debit","Music","Personal","",""
"12/14/2009","Transfer to Chase CARD","Electronic Withdrawal Chase","201.00","debit","Credit Card Payment","Personal","",""
"12/14/2009","Ballard Loft","Visa Purchase (Non-pin) Ballard Loft Seattle Wa","12.45","debit","Uncategorized","CD","",""
"12/14/2009","McDonald's","Visa Purchase (Non-pin) Mcdonald's F459 Seattle Wa","2.74","debit","Fast Food","CD","",""
"12/11/2009","Finance Charge Interest","***finance Charge***interest","57.59","debit","Finance Charge","CD Credit","",""
"12/11/2009","Th Ave","Purchase With Pin 17230 15th Ave. Shoreline Wa","46.40","debit","Uncategorized","Personal","",""
"12/11/2009","Stamp Us Bank","Stamp Purchase Us Bank Westminsseattle Waus1","18.00","debit","Uncategorized","Personal","",""
"12/11/2009","Interbay Golf Ctr","Visa Purchase (Non-pin) Interbay Golf/72seattle Wa","12.00","debit","Entertainment","CD","",""
"12/10/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","78.98","debit","Shopping","Personal","",""
"12/10/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","69.06","debit","Shopping","Personal","",""
"12/10/2009","Richmond","Visa Purchase (Non-pin) Richmond Pediatrshoreline Wa","40.00","debit","Hospital Bills","Personal","",""
"12/10/2009","Old Navy","Visa Purchase (Non-pin) Old Navy On-line800-oldnavy Oh","50.37","debit","Clothing","Personal","",""
"12/10/2009","Glaic","Electronic Withdrawal Glaic","12.08","debit","Life Insurance","Personal","",""
"12/10/2009","Codero Ks","Visa Purchase (Non-pin) Codero 913-8907700 Ks","129.98","debit","Business Services","CD","",""
"12/10/2009","Transfer from Personal","AUTOMATIC PAYMENT - THANK","201.00","credit","Credit Card Payment","Chase CARD","",""
"12/09/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","23.19","debit","Shopping","Personal","",""
"12/09/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","78.82","debit","Shopping","Personal","",""
"12/09/2009","Check 1634","Check   view-1634","120.00","debit","Check","Personal","",""
"12/09/2009","Safeway","Visa Purchase (Non-pin) Safeway Store00seattle Wa","16.71","debit","Groceries","CD","",""
"12/09/2009","Amazon","Amazon.com Amzn.com/bill Wa","20.06","debit","Shopping","Personal CC1","",""
"12/08/2009","ATM Fee","Atm Withdrawal 1423 Nw Market Sseattle Waus1","2.00","debit","ATM Fee","CD","",""
"12/08/2009","ATM Withdrawal","Atm Withdrawal 1423 Nw Market Sseattle Waus1","40.00","debit","Cash & ATM","CD","",""
"12/08/2009","Quality Food Cen","Purchase With Pin Quality Food Censeattle Wa","43.30","debit","Food & Dining","Personal","",""
"12/08/2009","Check 1633","Check   view-1633","40.00","debit","Check","Personal","",""
"12/08/2009","Thai Garden","Visa Purchase (Non-pin) Thai Garden Seattle Wa","7.98","debit","Restaurants","Personal","",""
"12/08/2009","Ampco","Visa Purchase (Non-pin) Ampco Parking Paseattle Wa","11.00","debit","Auto & Transport","Personal","",""
"12/08/2009","Safeway","Purchase With Pin Safeway Store Seattle Wa","2.50","debit","Groceries","Personal","",""
"12/08/2009","Nw Market","Purchase With Pin 1423 Nw Market Sseattle Wa","51.81","debit","Groceries","Personal","",""
"12/08/2009","Downtown Seattle Nissan","Visa Purchase (Non-pin) Downtown Seattleseattle Wa","6.00","debit","Service & Parts","Personal","",""
"12/08/2009","ATM Fee","Atm Fee 120809plusterm1423 Nw Market Sseattle Waus1","2.00","debit","ATM Fee","CD","",""
"12/07/2009","Nordstrom","Purchase With Pin Nordstrom 001 50seattle Wa","103.97","debit","Clothing","Personal","",""
"12/07/2009","Zeeks Pizza","Visa Purchase (Non-pin) Zeeks Pizza-dravseattle Wa","32.04","debit","Restaurants","Personal","",""
"12/07/2009","Barnes & Noble","Purchase With Pin Barnesnoble 600seattle Wa","18.07","debit","Books","Personal","",""
"12/07/2009","Old Navy","Purchase With Pin Old Navy Usa Seattle Wa","68.97","debit","Clothing","Personal","",""
"12/07/2009","IKEA","Purchase With Pin Cns Ikea - Usa Renton Wa","179.19","debit","Furnishings","Personal","",""
"12/07/2009","Wilsons Leather","Visa Purchase (Non-pin) Www.wilsonleathe866-305-4704pa","37.45","debit","Clothing","Personal","",""
"12/07/2009","McDonald's","Visa Purchase (Non-pin) Mcdonald's F2341seattle Wa","8.78","debit","Fast Food","Personal","",""
"12/07/2009","World Wrapps","Visa Purchase (Non-pin) World Wrapps 209seattle Wa","5.93","debit","Restaurants","Personal","",""
"12/07/2009","J Efax Plus","Visa Purchase (Non-pin) J2 *efax Plus Se323-817-3205ca","16.95","debit","Business Services","CD","",""
"12/07/2009","Ballard Loft","Visa Purchase (Non-pin) Ballard Loft Seattle Wa","13.20","debit","Uncategorized","CD","",""
"12/07/2009","Ndsite Freshboo","Visa Purchase (Non-pin) 2ndsite Freshboo416-481-6946on","34.68","debit","Business Services","CD","",""
"12/07/2009","Diva Espresso","Visa Purchase (Non-pin) Diva Espresso Seattle Wa","3.00","debit","Food & Dining","CD","",""
"12/07/2009","Fremont Coffee","Visa Purchase (Non-pin) Fremont Coffee Seattle Wa","7.61","debit","Restaurants","CD","",""
"12/04/2009","Internet Banking Line","Internet Banking Payment To Credit Line 3000632369","415.30","debit","Transfer","CD","",""
"12/04/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","539.00","credit","Income","CD","",""
"12/04/2009","Transfer to CD Credit","Internet Banking Payment To Credit Card 5541","110.00","debit","Credit Card Payment","CD","",""
"12/04/2009","Subway","Visa Purchase (Non-pin) Subway 00seattle Wa","7.98","debit","Fast Food","CD","",""
"12/04/2009","Jim Adams Auto","Visa Purchase (Non-pin) Jim Adams Auto Cshoreline Wa","269.58","debit","Auto Maintenance","CD","",""
"12/04/2009","Transfer from CD","Internet Payment Thank You","110.00","credit","Credit Card Payment","CD Credit","",""
"12/04/2009","Target","Tgt*target.com Target.com Mn","109.40","debit","Shopping","Personal CC1","",""
"12/03/2009","Forever 21","Purchase With Pin Cns Forever 21 Iseattle Wa","53.55","debit","Clothing","Personal","",""
"12/03/2009","Thai Ku","Visa Purchase (Non-pin) Thaiku Seattle Wa","23.40","debit","Restaurants","Personal","",""
"12/03/2009","Zeeks Pizza","Visa Purchase (Non-pin) Zeeks Pizza-dravseattle Wa","36.76","debit","Restaurants","Personal","",""
"12/03/2009","Amazon","AMZN PMTS","12.34","debit","Shopping","Old Providian Card","",""
